house_floor,city,house_area,fee,house_used,estate,m2_price,street_name,house_style,property_right,field,total_price,house_decoration,sele_power,house_direction,build_area,room_link
低楼层 (共13层),北京,63.99㎡,,满五年,那尔水晶城,48582yuan/m2,枣园,2室1厅1厨1卫,有,大兴,375w,精装,"
                                              ",南 北,77.19㎡,https://bj.lianjia.com/ershoufang/101102109786.html
中楼层 (共24层),北京,37.79㎡,,满五年,乐城,90468yuan/m2,菜户营,1室1厅1厨1卫,有,西城,410w,简装,"
                    满五年唯一，北向一室一厅，高楼层，
                  ",北,45.32㎡,https://bj.lianjia.com/ershoufang/101101821354.html
中楼层 (共6层),北京,暂无数据,,满五年,模式口中里,47489yuan/m2,苹果园,2室1厅1厨1卫,暂无数据,石景山,295w,简装,"
                    板楼南北通透 正规客厅  楼龄新
                  ",南 北,62.12㎡,https://bj.lianjia.com/ershoufang/101101283783.html
低楼层 (共17层),北京,75.96㎡,,满两年,万科红,69353yuan/m2,宋家庄,3室1厅1厨1卫,有,丰台,680w,精装,"
                                              ",南 北,98.05㎡,https://bj.lianjia.com/ershoufang/101102177732.html
中楼层 (共6层),北京,暂无数据,,满两年,新风北街,135877yuan/m2,马甸,2室1厅1厨1卫,暂无数据,西城,837w,精装,"
                    此房满五年唯一，小区是园林局单位分房，户型方正
                  ",南 北,61.6㎡,https://bj.lianjia.com/ershoufang/101102172221.html
高楼层 (共28层),北京,43.34㎡,,满五年,住欣家园,41522yuan/m2,管庄,1室1厅1厨1卫,有,朝阳,215w,简装,"
                                              ",南,51.78㎡,https://bj.lianjia.com/ershoufang/101102090067.html
中楼层 (共6层),长沙,117.63㎡,,满五年,紫薇嘉园,8394yuan/m2,高桥,3室2厅1厨2卫,70年,雨花,108w,其他,"
                    紫薇嘉园，毛坯大三房，中楼层，户型周正，
                  ",南 北,128.67㎡,https://cs.lianjia.com/ershoufang/104100469863.html
低楼层 (共20层),北京,52.2㎡,,满五年,时尚街区西区,44878yuan/m2,梨园,1室2厅1厨1卫,有,通州,290w,简装,"
                                              ",南 北,64.62㎡,https://bj.lianjia.com/ershoufang/101102089688.html
高楼层 (共31层),长沙,60㎡,,满两年,新兴北京御园,13845yuan/m2,市政府,2室1厅1厨1卫,70年,岳麓,108w,其他,"
                    此房所在小区是2014年建成的新兴北京御园一期，此房在小区中间位置，安静不吵。小区有麓山国际及长郡双语等，配套基本齐全了。小区处于金星北路与茶子山西路交汇处，交通方便，距离市政府1公里左右，是不错的一个居住小区。
                  ",南,78.01㎡,https://cs.lianjia.com/ershoufang/104100653512.html
中楼层 (共6层),北京,77.87㎡,,满五年,朝阳新城五区,51050yuan/m2,东坝,2室1厅1厨1卫,暂无数据,朝阳,450w,精装,"
                    此房南北通透，中间楼层，小区中间位置，采光好
                  ",南 北,88.15㎡,https://bj.lianjia.com/ershoufang/101101872703.html
低楼层 (共18层),北京,54.66㎡,,满五年,文慧园10号公寓,80754yuan/m2,新街口,2室1厅1厨1卫,有,海淀,540w,精装,"
                                              ",东 北,66.87㎡,https://bj.lianjia.com/ershoufang/101101376546.html
低楼层 (共18层),长沙,71.7㎡,,满两年,德庆水韵山城,9575yuan/m2,汽车南站,2室2厅1厨1卫,70年,雨花,86w,其他,"
                    南站枢纽旁，地铁轻轨口，中间楼栋，中间楼层，带装修家具出售。
                  ",南,89.82㎡,https://cs.lianjia.com/ershoufang/104100642412.html
高楼层 (共33层),长沙,101.29㎡,,满两年,世纪城悦江苑,13655yuan/m2,湘江世纪城,3室1厅1厨2卫,70年,开福,178w,其他,"
                    ：进门是入户花园，餐客厅错开一体，南北通透双阳台，中间楼层采光好，厨房做成了开放式厨房， 三个大房间采光通风都很好，两卧朝南一卧朝北。  装修风格精致显得的年轻 。
                  ",南 北,130.36㎡,https://cs.lianjia.com/ershoufang/104100655131.html
高楼层 (共25层),长沙,73.18㎡,,满五年,湘府9号,10447yuan/m2,德思勤,2室2厅1厨1卫,70年,天心,92w,其他,"
                                              ",南,88.07㎡,https://cs.lianjia.com/ershoufang/104100437461.html
高楼层 (共7层),长沙,84.72㎡,,满五年,仁和家园,7235yuan/m2,新开铺,2室2厅1厨1卫,70年,天心,68w,简装,"
                    房子一开始给自己居住，对房子很有感情，由于考虑孩子上学不在这边，为了照顾小孩，自己没住这边了，考虑出售。
                  ",南,94㎡,https://cs.lianjia.com/ershoufang/104100642119.html
高楼层 (共7层),长沙,暂无数据,,满五年,南苑花园,7097yuan/m2,铁道学院,2室1厅1厨1卫,70年,天心,75w,其他,"
                                              ",南,105.68㎡,https://cs.lianjia.com/ershoufang/104100658147.html
高楼层 (共6层),北京,77.45㎡,,满五年,北京人家,48239yuan/m2,回龙观,2室1厅1厨1卫,暂无数据,昌平,430w,精装,"
                    房子是2004年的房子，一层三户，东西南朝向。主卧朝南，客厅朝南带落地窗大阳台，客厅西面也有窗户。厨房朝西，次卧朝东，卫生间在两卧室中间，使用方便。房子户型方正，布局合理，没有浪费面积。
                  ",东 南 西,89.14㎡,https://bj.lianjia.com/ershoufang/101102200470.html
中楼层 (共11层),北京,100.7㎡,,满五年,万科四季花城,50296yuan/m2,顺义城,3室1厅1厨1卫,有,顺义,595w,精装,"
                    此房是房本满五年，业主在京名下只有一套住房，精装修.
                  ",南 北,118.3㎡,https://bj.lianjia.com/ershoufang/101102204258.html
中楼层 (共21层),北京,123.19㎡,,满五年,珠江罗马嘉园西区,72544yuan/m2,朝青,3室2厅1厨2卫,有,朝阳,1088w,精装,"
                                              ",东南 西北,149.98㎡,https://bj.lianjia.com/ershoufang/101102068082.html
高楼层 (共12层),东莞,40㎡,,满两年,城市假日一期,10201yuan/m2,宏远南,1室0厅0厨1卫,70年,南城区,55w,其他,"
                ",东南,53.92㎡,https://dg.lianjia.com/ershoufang/105101045373.html
中楼层 (共6层),北京,55㎡,,满五年,财贸宿舍,48829yuan/m2,新华大街,2室1厅1厨1卫,暂无数据,通州,298w,精装,"
                    房子我亲自去看过，是南北通透的小两居室，主卧室朝南，小卧室朝北，中间是小客厅，厨房和卫生，房子通透性比较好，主卧室很大，外面带南向阳台。中间楼层，适合自住。
                  ",南 北,61.03㎡,https://bj.lianjia.com/ershoufang/101102200482.html
低楼层 (共17层),北京,1㎡,,满五年,曙光花园,85968yuan/m2,四季青,2室1厅1厨1卫,有,海淀,930w,简装,"
                    房子满五年，商品房社区公房房本，户型方正没有浪费面积，不临街
                  ",东 东南,108.18㎡,https://bj.lianjia.com/ershoufang/101102143563.html
底层 (共11层),北京,98.69㎡,,满五年,荔景园,46477yuan/m2,武夷花园,3室1厅1厨1卫,有,通州,548w,简装,"
                    此房是南北通透三居，客厅朝南，主卧室朝南，两次卧室朝北，厨房和卫生间带窗户
                  ",南 北,117.91㎡,https://bj.lianjia.com/ershoufang/101101554753.html
底层 (共7层),北京,暂无数据,,满五年,慧华苑,51806yuan/m2,回龙观,2室1厅1厨1卫,暂无数据,昌平,373w,精装,"
                    房子是满五年的商品房，低楼层，南北通透，不临街不把边
                  ",南 北,72㎡,https://bj.lianjia.com/ershoufang/101102179932.html
中楼层 (共32层),长沙,99㎡,,满五年,万博汇名邸,19309yuan/m2,雨花亭,3室1厅1厨1卫,70年,雨花,235w,其他,"
                    交通便利，标准三房南北通透 ，空间利用好，教育配套好
                  ",南 北,121.71㎡,https://cs.lianjia.com/ershoufang/104100540706.html
低楼层 (共24层),北京,87.64㎡,,满五年,望京花园东区,66115yuan/m2,望京,2室1厅1厨1卫,有,朝阳,678w,简装,"
                    此房是业主满五唯一的房源，没有个税，看房很方便，业主诚心售房
                  ",西南 北,102.55㎡,https://bj.lianjia.com/ershoufang/101102143214.html
高楼层 (共31层),长沙,71.8㎡,,满两年,第一湾,12753yuan/m2,四方坪,2室1厅1厨1卫,70年,开福,113w,其他,"
                    湖南富湘房地产开发有限公司开发的一个房地产项目，该项目位于湖南长沙市浏阳河风光带、栖凤路以南，双拥路以北，城市主干道车站北路以西，学堂圆路以东，形成交通封闭式的区域。四方坪为北城交通枢纽，交通优越
                  ",东南,88.61㎡,https://cs.lianjia.com/ershoufang/104100559551.html
中楼层 (共7层),北京,91.21㎡,,满五年,果园西小区,42942yuan/m2,果园,2室1厅1厨1卫,暂无数据,通州,438w,简装,"
                    此房满五年无个税，果园地铁 南北通透 出行便利
                  ",南 北,102㎡,https://bj.lianjia.com/ershoufang/101102141676.html
高楼层 (共33层),长沙,105.76㎡,,满两年,北辰三角洲奥城D3区,17657yuan/m2,北辰三角洲,4室2厅1厨2卫,70年,开福,240w,其他,"
                                              ",南 北,135.93㎡,https://cs.lianjia.com/ershoufang/104100556923.html
低楼层 (共6层),长沙,128.32㎡,,满五年,北湾景园,7873yuan/m2,金霞,3室2厅1厨2卫,70年,开福,110w,其他,"
                    房屋是毛坯大三房+26㎡车库+8㎡杂物间一起出售 南北通透 
                  ",南 北,139.72㎡,https://cs.lianjia.com/ershoufang/104100427245.html
低楼层 (共15层),北京,73.43㎡,,满五年,DBC加州小镇C区,49363yuan/m2,临河里,2室1厅1厨1卫,有,通州,445w,精装,"
                    房子是南向的两居，客厅大，朝南带阳台，厨房朝南带阳台，可以放洗衣机！主卧朝南，带飘窗，次卧朝南，户型方正！
                  ",南,90.15㎡,https://bj.lianjia.com/ershoufang/101102121476.html
低楼层 (共13层),北京,88.26㎡,,满五年,方宝苑,51830yuan/m2,成寿寺,3室1厅1厨1卫,有,丰台,568w,简装,"
                                              ",南 北,109.59㎡,https://bj.lianjia.com/ershoufang/101102130320.html
低楼层 (共15层),长沙,69.7㎡,,满五年,保利花园三期,11304yuan/m2,省政府,3室2厅1厨1卫,70年,天心,95.8w,其他,"
                    户型周正 两房朝南 客厅朝南 适合居住
                  ",南,84.75㎡,https://cs.lianjia.com/ershoufang/104100541252.html
低楼层 (共18层),东莞,62.3㎡,,满五年,景湖名郡,22948yuan/m2,东泰,2室2厅1厨1卫,70年,南城区,175w,精装,"
                    交：10路，51路，54路，806路，lg1路，x2路，x7路，x9路,18路，52 路，lg1路，x20路，x2路到下手村口下车
                  ",西南,76.26㎡,https://dg.lianjia.com/ershoufang/105101043630.html
中楼层 (共19层),东莞,95.65㎡,,满五年,中信新天地,18102yuan/m2,石竹,4室2厅1厨2卫,70年,南城区,216w,其他,"
                    沃尔玛，鸿福路海雅百货及家乐福，东莞电视台，东莞海关莞日报社，沃尔玛超市，市场政府广场，科技馆，青少年宫，影剧院，图书管
                  ",西北,119.33㎡,https://dg.lianjia.com/ershoufang/105101043758.html
高楼层 (共21层),东莞,71.36㎡,,满两年,合正上东国际,26453yuan/m2,下坝,3室2厅1厨2卫,70年,万江区,240w,其他,"
                    交通便利，一 小时可直达广、深，未来城市轻轨路经，距南城长途汽车站仅15分 钟车程，距东莞汽车总站5分 钟车程，紧 邻华南MALL， 有多路公汽经过
                  ",南,90.73㎡,https://dg.lianjia.com/ershoufang/105101044046.html
高楼层 (共25层),东莞,62.65㎡,,满两年,鼎盛中环银苑,16601yuan/m2,厚街镇,2室2厅1厨1卫,70年,厚街镇,142w,其他,"
              ",东南,85.54㎡,https://dg.lianjia.com/ershoufang/105101052153.html
低楼层 (共10层),东莞,60.22㎡,,满两年,怡丰翠云轩,17961yuan/m2,石井,2室2厅1厨1卫,70年,东城区,130w,其他,"
              ",东北,72.38㎡,https://dg.lianjia.com/ershoufang/105101051154.html
高楼层 (共28层),东莞,暂无数据,,满两年,合正上东国际,24039yuan/m2,下坝,3室2厅1厨2卫,70年,万江区,250w,其他,"
                    综合商场:沃尔玛超市、海雅百货、苏宁电器、家福特建材,银行:建设银行、招商银行、中信银行,医院:市人民医院新址、南城人民医院,其他:市图书馆、群众艺术馆、市展览馆、科技博物馆、南城体育公园
                  ",南,104㎡,https://dg.lianjia.com/ershoufang/105101043986.html
中楼层 (共8层),东莞,145.53㎡,,满五年,东城中心,12000yuan/m2,黄旗山,3室2厅1厨2卫,70年,东城区,208.8w,其他,"
                    就是海雅百货，沃尔玛，家乐福等大型超市。周 边有万达广场，世博广场，时尚电器广场。，10钟步行黄旗公园。
                  ",东南,174㎡,https://dg.lianjia.com/ershoufang/105101043668.html
低楼层 (共22层),东莞,29.48㎡,,满五年,中信德方斯,14988yuan/m2,东泰,1室1厅1厨1卫,70年,东城区,65w,其他,"
                    商场：嘉荣超市、友谊商城医院：东华医院、康华医院邮局：东城邮局银行：农业银行、中国银行、工商银行、建设银行其他：会展酒店、东城国际酒店小区内部配套：儿童游乐场、休闲娱乐小公园
                  ",北,43.37㎡,https://dg.lianjia.com/ershoufang/105101045128.html
低楼层 (共17层),东莞,123.6㎡,,满五年,东骏豪苑,21007yuan/m2,西平,4室2厅1厨2卫,70年,南城区,313w,其他,"
                    超市：家乐福 嘉荣商场市场：同创市场，西平综合市场银行：建设银行，邮政银行，，中国银行，工商银行，东莞银行，招商银行，发展银行
                  ",西北,149㎡,https://dg.lianjia.com/ershoufang/105101044849.html
低楼层 (共6层),东莞,暂无数据,,满五年,东骏豪苑,21072yuan/m2,西平,4室2厅1厨2卫,70年,南城区,347w,其他,"
                    精装3+1房，舒适居家户型，通风性强，位置安静，厅出去就是一个后花园
                  ",东北,164.68㎡,https://dg.lianjia.com/ershoufang/105101044784.html
